id,user_id,action_type_id,value,points_awarded,date
7409,52,3,9.0,2,2025-10-13
7410,52,4,1.25,13,2025-10-13
7411,52,5,1.0,10,2025-10-13
7412,52,1,5.72,1,2025-10-14
7413,52,2,44.2,0,2025-10-14
7414,52,3,2.0,7,2025-10-14
7415,52,4,1.04,15,2025-10-14
7416,52,5,4.0,4,2025-10-14
7417,52,1,11.64,2,2025-10-15
7418,52,2,116.95,0,2025-10-15
7419,52,3,10.0,2,2025-10-15
7420,52,4,0.46,20,2025-10-15
7421,52,1,7.19,1,2025-10-16
7422,52,2,79.36,0,2025-10-16
7423,52,3,8.0,2,2025-10-16
7424,52,4,1.77,11,2025-10-16
7425,52,5,2.0,7,2025-10-16
7426,52,1,18.22,4,2025-10-17
7427,52,2,119.18,0,2025-10-17
7428,52,3,7.0,2,2025-10-17
7429,52,4,0.62,18,2025-10-17
7430,52,5,1.0,10,2025-10-17
7431,52,1,7.04,1,2025-10-18
7432,52,2,115.14,0,2025-10-18
7433,52,3,8.0,2,2025-10-18
7434,52,4,1.75,11,2025-10-18
7435,52,1,17.48,3,2025-10-19
7436,52,2,106.76,0,2025-10-19
7437,52,3,2.0,7,2025-10-19
7438,52,4,1.63,11,2025-10-19
7439,52,5,2.0,7,2025-10-19
7440,52,1,1.03,0,2025-10-20
7441,52,2,101.89,0,2025-10-20
7442,52,4,0.68,18,2025-10-20
7443,52,5,2.0,7,2025-10-20
7444,52,1,14.07,3,2025-10-21
7445,52,2,21.55,0,2025-10-21
7446,52,3,2.0,7,2025-10-21
7447,52,4,1.95,10,2025-10-21
7448,52,1,10.36,2,2025-10-22
7449,52,2,113.91,0,2025-10-22
7450,52,3,4.0,4,2025-10-22
7451,52,4,0.98,15,2025-10-22
7452,52,1,11.66,2,2025-10-23
7453,52,2,169.28,0,2025-10-23
7454,52,3,4.0,4,2025-10-23
7455,52,4,1.41,12,2025-10-23
7456,52,1,6.69,1,2025-10-24
7457,52,2,140.01,0,2025-10-24
7458,52,3,2.0,7,2025-10-24
7459,52,4,0.65,18,2025-10-24
7460,52,5,5.0,3,2025-10-24
7461,52,1,18.25,4,2025-10-25
7462,52,2,20.6,0,2025-10-25
7463,52,3,7.0,2,2025-10-25
7464,52,4,0.42,21,2025-10-25
7465,52,5,4.0,4,2025-10-25
7466,52,1,15.31,3,2025-10-26
7467,52,2,16.01,1,2025-10-26
7468,52,3,1.0,10,2025-10-26
7469,52,4,1.91,10,2025-10-26
7470,52,5,4.0,4,2025-10-26
7471,52,1,17.75,4,2025-10-27
7472,52,2,91.39,0,2025-10-27
7473,52,3,2.0,7,2025-10-27
7474,52,4,0.76,17,2025-10-27
7475,52,1,4.5,1,2025-10-28
7476,52,2,69.54,0,2025-10-28
7477,52,3,7.0,2,2025-10-28
7478,52,4,0.82,17,2025-10-28
7479,52,5,1.0,10,2025-10-28
7480,52,1,15.47,3,2025-10-29
7481,52,2,147.93,0,2025-10-29
7482,52,3,8.0,2,2025-10-29
7483,52,4,1.33,13,2025-10-29
7484,52,5,3.0,5,2025-10-29
7485,52,1,11.05,2,2025-10-30
7486,52,2,18.86,1,2025-10-30
7487,52,3,6.0,3,2025-10-30
7488,52,4,1.48,12,2025-10-30
7489,52,5,3.0,5,2025-10-30
7490,52,1,2.31,0,2025-10-31
7491,52,2,30.06,0,2025-10-31
7492,52,3,9.0,2,2025-10-31
7493,52,4,1.97,10,2025-10-31
7494,52,5,2.0,7,2025-10-31
7495,52,1,18.36,4,2025-11-01
7496,52,2,50.49,0,2025-11-01
7497,52,3,1.0,10,2025-11-01
7498,52,4,1.3,13,2025-11-01
7499,52,5,1.0,10,2025-11-01
7500,52,1,16.15,3,2025-11-02
7501,52,2,101.16,0,2025-11-02
7502,52,4,1.98,10,2025-11-02
7503,52,1,1.14,0,2025-11-03
7504,52,2,19.63,0,2025-11-03
7505,52,3,7.0,2,2025-11-03
7506,52,4,0.61,19,2025-11-03
7507,52,1,17.81,4,2025-11-04
7508,52,2,179.68,0,2025-11-04
7509,52,3,2.0,7,2025-11-04
7510,52,4,1.33,13,2025-11-04
7511,52,5,3.0,5,2025-11-04
7512,52,1,1.53,0,2025-11-05
7513,52,2,169.52,0,2025-11-05
7514,52,3,3.0,5,2025-11-05
7515,52,4,1.14,14,2025-11-05
7516,52,5,5.0,3,2025-11-05
7517,52,1,17.18,3,2025-11-06
7518,52,2,85.4,0,2025-11-06
7519,52,3,4.0,4,2025-11-06
7520,52,4,1.9,10,2025-11-06
7521,52,5,4.0,4,2025-11-06
7522,53,1,10.54,2,2025-10-08
7523,53,2,55.48,0,2025-10-08
7524,53,3,8.0,2,2025-10-08
7525,53,4,1.16,14,2025-10-08
7526,53,1,19.01,4,2025-10-09
7527,53,2,92.66,0,2025-10-09
7528,53,3,1.0,10,2025-10-09
7529,53,4,0.65,18,2025-10-09
7530,53,5,1.0,10,2025-10-09
7531,53,1,6.1,1,2025-10-10
7532,53,2,104.0,0,2025-10-10
7533,53,3,1.0,10,2025-10-10
7534,53,4,0.93,16,2025-10-10
7535,53,5,1.0,10,2025-10-10
7536,53,1,8.81,2,2025-10-11
7537,53,2,139.91,0,2025-10-11
7538,53,3,1.0,10,2025-10-11
7539,53,4,0.34,22,2025-10-11
7540,53,1,6.01,1,2025-10-12
7541,53,2,174.07,0,2025-10-12
7542,53,4,0.77,17,2025-10-12
7543,53,5,4.0,4,2025-10-12
7544,53,7,1.0,2,2025-10-12
7545,53,1,7.65,2,2025-10-13
7546,53,2,85.48,0,2025-10-13
7547,53,3,3.0,5,2025-10-13
7548,53,4,0.65,18,2025-10-13
7549,53,5,1.0,10,2025-10-13
7550,53,1,13.21,3,2025-10-14
7551,53,2,15.32,1,2025-10-14
7552,53,3,5.0,3,2025-10-14
7553,53,4,1.89,10,2025-10-14
7554,53,5,4.0,4,2025-10-14
7555,53,1,16.56,3,2025-10-15
7556,53,2,54.63,0,2025-10-15
7557,53,3,9.0,2,2025-10-15
7558,53,4,0.67,18,2025-10-15
7559,53,1,8.68,2,2025-10-16
7560,53,2,82.68,0,2025-10-16
7561,53,4,1.67,11,2025-10-16
7562,53,5,4.0,4,2025-10-16
7563,53,1,13.56,3,2025-10-17
7564,53,2,155.95,0,2025-10-17
7565,53,3,8.0,2,2025-10-17
7566,53,4,1.09,14,2025-10-17
7567,53,5,4.0,4,2025-10-17
7568,53,1,5.2,1,2025-10-18
7569,53,2,173.25,0,2025-10-18
7570,53,3,7.0,2,2025-10-18
7571,53,4,1.57,12,2025-10-18
7572,53,5,1.0,10,2025-10-18
7573,53,7,1.0,2,2025-10-18
7574,53,1,15.99,3,2025-10-19
7575,53,2,171.66,0,2025-10-19
7576,53,3,1.0,10,2025-10-19
7577,53,4,2.0,10,2025-10-19
7578,53,5,4.0,4,2025-10-19
7579,53,1,0.77,0,2025-10-20
7580,53,2,56.63,0,2025-10-20
7581,53,3,4.0,4,2025-10-20
7582,53,4,1.42,12,2025-10-20
7583,53,5,5.0,3,2025-10-20
7584,53,1,2.49,0,2025-10-21
7585,53,2,106.63,0,2025-10-21
7586,53,3,5.0,3,2025-10-21
7587,53,4,1.72,11,2025-10-21
7588,53,5,1.0,10,2025-10-21
7589,53,7,1.0,2,2025-10-21
7590,53,1,0.18,0,2025-10-22
7591,53,2,16.29,1,2025-10-22
7592,53,3,5.0,3,2025-10-22
7593,53,4,1.12,14,2025-10-22
7594,53,5,4.0,4,2025-10-22
7595,53,1,18.78,4,2025-10-23
7596,53,2,57.0,0,2025-10-23
7597,53,3,9.0,2,2025-10-23
7598,53,4,1.24,13,2025-10-23
7599,53,1,15.73,3,2025-10-24
7600,53,2,54.12,0,2025-10-24
7601,53,3,7.0,2,2025-10-24
7602,53,4,0.52,20,2025-10-24
7603,53,5,5.0,3,2025-10-24
7604,53,1,13.12,3,2025-10-25
7605,53,2,49.55,0,2025-10-25
7606,53,3,10.0,2,2025-10-25
7607,53,4,0.37,22,2025-10-25
7608,53,5,5.0,3,2025-10-25
7609,53,1,6.35,1,2025-10-26
7610,53,2,104.08,0,2025-10-26
7611,53,3,3.0,5,2025-10-26
7612,53,4,0.4,21,2025-10-26
7613,53,5,5.0,3,2025-10-26
7614,53,1,0.32,0,2025-10-27
7615,53,2,153.64,0,2025-10-27
7616,53,3,5.0,3,2025-10-27
7617,53,4,1.22,14,2025-10-27
7618,53,1,1.55,0,2025-10-28
7619,53,2,85.45,0,2025-10-28
7620,53,3,8.0,2,2025-10-28
7621,53,4,0.43,21,2025-10-28
7622,53,5,1.0,10,2025-10-28
7623,53,1,16.45,3,2025-10-29
7624,53,2,80.71,0,2025-10-29
7625,53,3,10.0,2,2025-10-29
7626,53,4,1.03,15,2025-10-29
7627,53,5,2.0,7,2025-10-29
7628,53,1,15.76,3,2025-10-30
7629,53,2,66.95,0,2025-10-30
7630,53,3,6.0,3,2025-10-30
7631,53,4,1.83,11,2025-10-30
7632,53,5,2.0,7,2025-10-30
7633,53,1,12.44,2,2025-10-31
7634,53,2,37.25,0,2025-10-31
7635,53,4,0.79,17,2025-10-31
7636,53,5,1.0,10,2025-10-31
7637,53,7,1.0,2,2025-10-31
7638,53,1,12.18,2,2025-11-01
7639,53,2,147.37,0,2025-11-01
7640,53,3,8.0,2,2025-11-01
7641,53,4,1.52,12,2025-11-01
7642,53,5,5.0,3,2025-11-01
7643,53,1,6.88,1,2025-11-02
7644,53,2,46.53,0,2025-11-02
7645,53,3,9.0,2,2025-11-02
7646,53,4,0.36,22,2025-11-02
7647,53,5,5.0,3,2025-11-02
7648,53,1,12.98,3,2025-11-03
7649,53,2,172.38,0,2025-11-03
7650,53,3,3.0,5,2025-11-03
7651,53,4,1.26,13,2025-11-03
7652,53,5,4.0,4,2025-11-03
7653,53,1,10.78,2,2025-11-04
7654,53,2,30.61,0,2025-11-04
7655,53,3,8.0,2,2025-11-04
7656,53,4,1.66,11,2025-11-04
7657,53,5,4.0,4,2025-11-04
7658,53,1,8.82,2,2025-11-05
7659,53,2,55.76,0,2025-11-05
7660,53,3,9.0,2,2025-11-05
7661,53,4,0.8,17,2025-11-05
7662,53,5,1.0,10,2025-11-05
7663,53,1,19.55,4,2025-11-06
7664,53,2,49.25,0,2025-11-06
7665,53,3,5.0,3,2025-11-06
7666,53,4,1.57,12,2025-11-06
7667,54,1,19.15,4,2025-10-08
7668,54,2,79.69,0,2025-10-08
7669,54,3,1.0,10,2025-10-08
7670,54,4,0.9,16,2025-10-08
7671,54,5,4.0,4,2025-10-08
7672,54,1,9.68,2,2025-10-09
7673,54,2,49.16,0,2025-10-09
7674,54,3,6.0,3,2025-10-09
7675,54,4,0.69,18,2025-10-09
7676,54,5,1.0,10,2025-10-09
7677,54,1,18.19,4,2025-10-10
7678,54,2,124.6,0,2025-10-10
7679,54,3,10.0,2,2025-10-10
7680,54,4,0.53,20,2025-10-10
7681,54,5,2.0,7,2025-10-10
7682,54,1,2.36,0,2025-10-11
7683,54,2,79.45,0,2025-10-11
7684,54,3,8.0,2,2025-10-11
7685,54,4,1.97,10,2025-10-11
7686,54,5,4.0,4,2025-10-11
7687,54,1,3.96,1,2025-10-12
7688,54,2,40.59,0,2025-10-12
7689,54,3,7.0,2,2025-10-12
7690,54,4,0.33,23,2025-10-12
7691,54,1,14.23,3,2025-10-13
7692,54,2,89.88,0,2025-10-13
7693,54,3,1.0,10,2025-10-13
7694,54,4,0.51,20,2025-10-13
7695,54,7,1.0,2,2025-10-13
7696,54,1,3.34,1,2025-10-14
7697,54,2,22.41,0,2025-10-14
7698,54,3,8.0,2,2025-10-14
7699,54,4,1.77,11,2025-10-14
7700,54,5,3.0,5,2025-10-14
7701,54,1,8.05,2,2025-10-15
7702,54,2,104.68,0,2025-10-15
7703,54,3,4.0,4,2025-10-15
7704,54,4,0.5,20,2025-10-15
7705,54,5,2.0,7,2025-10-15
7706,54,1,19.88,4,2025-10-16
7707,54,2,17.69,1,2025-10-16
7708,54,3,5.0,3,2025-10-16
7709,54,4,1.91,10,2025-10-16
7710,54,5,3.0,5,2025-10-16
7711,54,1,8.71,2,2025-10-17
7712,54,2,138.8,0,2025-10-17
7713,54,3,2.0,7,2025-10-17
7714,54,4,1.55,12,2025-10-17
7715,54,5,5.0,3,2025-10-17
7716,54,1,18.73,4,2025-10-18
7717,54,2,24.24,0,2025-10-18
7718,54,4,1.31,13,2025-10-18
7719,54,5,2.0,7,2025-10-18
7720,54,1,6.41,1,2025-10-19
7721,54,2,40.04,0,2025-10-19
7722,54,3,9.0,2,2025-10-19
7723,54,4,0.77,17,2025-10-19
7724,54,1,0.97,0,2025-10-20
7725,54,2,98.01,0,2025-10-20
7726,54,3,8.0,2,2025-10-20
7727,54,4,1.29,13,2025-10-20
7728,54,5,3.0,5,2025-10-20
7729,54,1,15.15,3,2025-10-21
7730,54,2,172.1,0,2025-10-21
7731,54,4,1.68,11,2025-10-21
7732,54,5,5.0,3,2025-10-21
7733,54,1,8.61,2,2025-10-22
7734,54,2,57.3,0,2025-10-22
7735,54,3,9.0,2,2025-10-22
7736,54,4,0.83,16,2025-10-22
7737,54,5,2.0,7,2025-10-22
7738,54,1,5.48,1,2025-10-23
7739,54,2,84.62,0,2025-10-23
7740,54,3,2.0,7,2025-10-23
7741,54,4,0.79,17,2025-10-23
7742,54,5,2.0,7,2025-10-23
7743,54,1,18.49,4,2025-10-24
7744,54,2,123.29,0,2025-10-24
7745,54,3,2.0,7,2025-10-24
7746,54,4,0.46,21,2025-10-24
7747,54,5,4.0,4,2025-10-24
7748,54,1,0.55,0,2025-10-25
7749,54,2,163.43,0,2025-10-25
7750,54,3,8.0,2,2025-10-25
7751,54,4,1.21,14,2025-10-25
7752,54,5,1.0,10,2025-10-25
7753,54,6,1.0,1,2025-10-25
7754,54,1,0.52,0,2025-10-26
7755,54,2,44.53,0,2025-10-26
7756,54,3,9.0,2,2025-10-26
7757,54,4,1.03,15,2025-10-26
7758,54,5,3.0,5,2025-10-26
7759,54,1,5.9,1,2025-10-27
7760,54,2,28.63,0,2025-10-27
7761,54,3,1.0,10,2025-10-27
7762,54,4,1.06,15,2025-10-27
7763,54,5,3.0,5,2025-10-27
7764,54,1,2.74,1,2025-10-28
7765,54,2,57.34,0,2025-10-28
7766,54,3,10.0,2,2025-10-28
7767,54,4,0.5,20,2025-10-28
7768,54,5,2.0,7,2025-10-28
7769,54,1,4.45,1,2025-10-29
7770,54,2,22.64,0,2025-10-29
7771,54,3,2.0,7,2025-10-29
7772,54,4,1.16,14,2025-10-29
7773,54,5,2.0,7,2025-10-29
7774,54,1,13.44,3,2025-10-30
7775,54,2,22.6,0,2025-10-30
7776,54,3,5.0,3,2025-10-30
7777,54,4,1.82,11,2025-10-30
7778,54,1,15.88,3,2025-10-31
7779,54,2,63.98,0,2025-10-31
7780,54,3,8.0,2,2025-10-31
7781,54,4,1.42,12,2025-10-31
7782,54,5,5.0,3,2025-10-31
7783,54,1,0.16,0,2025-11-01
7784,54,2,33.27,0,2025-11-01
7785,54,3,6.0,3,2025-11-01
7786,54,4,1.78,11,2025-11-01
7787,54,5,1.0,10,2025-11-01
7788,54,1,3.03,1,2025-11-02
7789,54,2,148.36,0,2025-11-02
7790,54,3,7.0,2,2025-11-02
7791,54,4,0.78,17,2025-11-02
7792,54,5,1.0,10,2025-11-02
7793,54,1,10.33,2,2025-11-03
7794,54,2,132.96,0,2025-11-03
7795,54,3,3.0,5,2025-11-03
7796,54,4,0.31,23,2025-11-03
7797,54,1,14.2,3,2025-11-04
7798,54,2,16.6,1,2025-11-04
7799,54,3,4.0,4,2025-11-04
7800,54,4,1.34,13,2025-11-04
7801,54,5,5.0,3,2025-11-04
7802,54,1,9.68,2,2025-11-05
7803,54,2,121.68,0,2025-11-05
7804,54,3,2.0,7,2025-11-05
7805,54,4,1.79,11,2025-11-05
7806,54,5,1.0,10,2025-11-05
7807,54,1,9.8,2,2025-11-06
7808,54,2,117.1,0,2025-11-06
7809,54,3,9.0,2,2025-11-06
7810,54,4,0.91,16,2025-11-06
7811,54,5,3.0,5,2025-11-06
7812,55,1,19.26,4,2025-10-08
7813,55,2,162.46,0,2025-10-08
7814,55,3,4.0,4,2025-10-08
7815,55,4,1.01,15,2025-10-08
7816,55,5,3.0,5,2025-10-08
7817,55,1,2.32,0,2025-10-09
7818,55,2,89.01,0,2025-10-09
7819,55,3,5.0,3,2025-10-09
7820,55,4,1.42,12,2025-10-09
7821,55,5,2.0,7,2025-10-09
7822,55,1,15.47,3,2025-10-10
7823,55,2,92.24,0,2025-10-10
7824,55,3,7.0,2,2025-10-10
7825,55,4,1.32,13,2025-10-10
7826,55,5,5.0,3,2025-10-10
7827,55,1,10.15,2,2025-10-11
7828,55,2,161.27,0,2025-10-11
7829,55,3,6.0,3,2025-10-11
7830,55,4,0.4,21,2025-10-11
7831,55,5,2.0,7,2025-10-11
7832,55,1,7.83,2,2025-10-12
7833,55,2,85.13,0,2025-10-12
7834,55,3,6.0,3,2025-10-12
7835,55,4,0.74,17,2025-10-12
7836,55,1,6.8,1,2025-10-13
7837,55,2,149.15,0,2025-10-13
7838,55,3,4.0,4,2025-10-13
7839,55,4,1.06,15,2025-10-13
7840,55,5,1.0,10,2025-10-13
7841,55,1,4.12,1,2025-10-14
7842,55,2,116.3,0,2025-10-14
7843,55,3,9.0,2,2025-10-14
7844,55,4,1.34,13,2025-10-14
7845,55,5,1.0,10,2025-10-14
7846,55,7,1.0,2,2025-10-14
7847,55,1,14.44,3,2025-10-15
7848,55,2,146.41,0,2025-10-15
7849,55,3,1.0,10,2025-10-15
7850,55,4,1.63,11,2025-10-15
7851,55,5,2.0,7,2025-10-15
7852,55,1,11.06,2,2025-10-16
7853,55,2,121.34,0,2025-10-16
7854,55,3,8.0,2,2025-10-16
7855,55,4,0.66,18,2025-10-16
7856,55,5,4.0,4,2025-10-16
7857,55,1,10.71,2,2025-10-17
7858,55,2,156.15,0,2025-10-17
7859,55,3,3.0,5,2025-10-17
7860,55,4,0.79,17,2025-10-17
7861,55,5,1.0,10,2025-10-17
7862,55,1,4.31,1,2025-10-18
7863,55,2,134.67,0,2025-10-18
7864,55,4,0.36,22,2025-10-18
7865,55,1,10.03,2,2025-10-19
7866,55,2,144.53,0,2025-10-19
7867,55,4,0.57,19,2025-10-19
7868,55,5,2.0,7,2025-10-19
7869,55,1,13.76,3,2025-10-20
7870,55,2,15.74,1,2025-10-20
7871,55,3,1.0,10,2025-10-20
7872,55,4,1.68,11,2025-10-20
7873,55,5,3.0,5,2025-10-20
7874,55,1,14.81,3,2025-10-21
7875,55,2,55.9,0,2025-10-21
7876,55,3,1.0,10,2025-10-21
7877,55,4,0.43,21,2025-10-21
7878,55,5,4.0,4,2025-10-21
7879,55,1,8.31,2,2025-10-22
7880,55,2,12.51,1,2025-10-22
7881,55,3,8.0,2,2025-10-22
7882,55,4,1.33,13,2025-10-22
7883,55,5,1.0,10,2025-10-22
7884,55,1,7.82,2,2025-10-23
7885,55,2,151.35,0,2025-10-23
7886,55,3,4.0,4,2025-10-23
7887,55,4,1.63,11,2025-10-23
7888,55,5,3.0,5,2025-10-23
7889,55,7,1.0,2,2025-10-23
7890,55,1,5.48,1,2025-10-24
7891,55,2,44.45,0,2025-10-24
7892,55,3,4.0,4,2025-10-24
7893,55,4,1.95,10,2025-10-24
7894,55,5,4.0,4,2025-10-24
7895,55,1,1.86,0,2025-10-25
7896,55,2,174.37,0,2025-10-25
7897,55,3,8.0,2,2025-10-25
7898,55,4,0.77,17,2025-10-25
7899,55,5,2.0,7,2025-10-25
7900,55,1,4.89,1,2025-10-26
7901,55,2,12.93,1,2025-10-26
7902,55,3,7.0,2,2025-10-26
7903,55,4,1.54,12,2025-10-26
7904,55,5,2.0,7,2025-10-26
7905,55,1,9.05,2,2025-10-27
7906,55,2,108.24,0,2025-10-27
7907,55,4,0.98,15,2025-10-27
7908,55,5,1.0,10,2025-10-27
7909,55,1,2.18,0,2025-10-28
7910,55,2,62.8,0,2025-10-28
7911,55,3,2.0,7,2025-10-28
7912,55,4,1.68,11,2025-10-28
7913,55,1,17.3,3,2025-10-29
7914,55,2,93.27,0,2025-10-29
7915,55,3,3.0,5,2025-10-29
7916,55,4,0.44,21,2025-10-29
7917,55,5,3.0,5,2025-10-29
7918,55,1,14.46,3,2025-10-30
7919,55,2,106.33,0,2025-10-30
7920,55,3,3.0,5,2025-10-30
7921,55,4,0.4,21,2025-10-30
7922,55,5,3.0,5,2025-10-30
7923,55,1,6.76,1,2025-10-31
7924,55,2,35.6,0,2025-10-31
7925,55,3,5.0,3,2025-10-31
7926,55,4,1.47,12,2025-10-31
7927,55,5,4.0,4,2025-10-31
7928,55,7,1.0,2,2025-10-31
7929,55,1,13.81,3,2025-11-01
7930,55,2,138.36,0,2025-11-01
7931,55,3,7.0,2,2025-11-01
7932,55,4,1.23,13,2025-11-01
7933,55,5,2.0,7,2025-11-01
7934,55,1,9.23,2,2025-11-02
7935,55,2,92.11,0,2025-11-02
7936,55,3,8.0,2,2025-11-02
7937,55,4,1.76,11,2025-11-02
7938,55,5,5.0,3,2025-11-02
7939,55,1,13.99,3,2025-11-03
7940,55,2,73.87,0,2025-11-03
7941,55,4,0.58,19,2025-11-03
7942,55,5,5.0,3,2025-11-03
7943,55,1,17.39,3,2025-11-04
7944,55,2,29.32,0,2025-11-04
7945,55,3,6.0,3,2025-11-04
7946,55,4,1.14,14,2025-11-04
7947,55,5,5.0,3,2025-11-04
7948,55,1,14.98,3,2025-11-05
7949,55,2,103.0,0,2025-11-05
7950,55,3,6.0,3,2025-11-05
7951,55,4,0.32,23,2025-11-05
7952,55,1,18.44,4,2025-11-06
7953,55,2,125.04,0,2025-11-06
7954,55,3,8.0,2,2025-11-06
7955,55,4,0.85,16,2025-11-06
7956,55,5,2.0,7,2025-11-06
7957,56,1,5.8,1,2025-10-08
7958,56,2,126.45,0,2025-10-08
7959,56,3,9.0,2,2025-10-08
7960,56,4,1.92,10,2025-10-08
7961,56,5,2.0,7,2025-10-08
7962,56,1,9.26,2,2025-10-09
7963,56,2,169.15,0,2025-10-09
7964,56,3,2.0,7,2025-10-09
7965,56,4,0.58,19,2025-10-09
7966,56,5,5.0,3,2025-10-09
7967,56,7,1.0,2,2025-10-09
7968,56,1,8.33,2,2025-10-10
7969,56,2,35.56,0,2025-10-10
7970,56,3,1.0,10,2025-10-10
7971,56,4,1.99,10,2025-10-10
7972,56,1,13.88,3,2025-10-11
7973,56,2,101.41,0,2025-10-11
7974,56,3,5.0,3,2025-10-11
7975,56,4,0.46,21,2025-10-11
7976,56,5,4.0,4,2025-10-11
7977,56,1,7.01,1,2025-10-12
7978,56,2,105.06,0,2025-10-12
7979,56,3,3.0,5,2025-10-12
7980,56,4,0.89,16,2025-10-12
7981,56,1,16.42,3,2025-10-13
7982,56,2,157.58,0,2025-10-13
7983,56,3,9.0,2,2025-10-13
7984,56,4,1.54,12,2025-10-13
7985,56,5,2.0,7,2025-10-13
7986,56,1,5.09,1,2025-10-14
7987,56,2,101.97,0,2025-10-14
7988,56,3,10.0,2,2025-10-14
7989,56,4,0.64,18,2025-10-14
7990,56,5,4.0,4,2025-10-14
7991,56,1,5.6,1,2025-10-15
7992,56,2,54.7,0,2025-10-15
7993,56,3,1.0,10,2025-10-15
7994,56,4,0.52,20,2025-10-15
7995,56,5,4.0,4,2025-10-15
7996,56,1,6.6,1,2025-10-16
7997,56,2,141.24,0,2025-10-16
7998,56,3,9.0,2,2025-10-16
7999,56,4,1.33,13,2025-10-16
8000,56,5,5.0,3,2025-10-16
8001,56,1,9.47,2,2025-10-17
8002,56,2,38.58,0,2025-10-17
8003,56,3,3.0,5,2025-10-17
8004,56,4,1.98,10,2025-10-17
8005,56,1,2.87,1,2025-10-18
8006,56,2,90.83,0,2025-10-18
8007,56,4,0.85,16,2025-10-18
8008,56,1,8.51,2,2025-10-19
8009,56,2,90.19,0,2025-10-19
8010,56,3,4.0,4,2025-10-19
8011,56,4,1.15,14,2025-10-19
8012,56,1,15.48,3,2025-10-20
8013,56,2,130.06,0,2025-10-20
8014,56,3,5.0,3,2025-10-20
8015,56,4,0.83,16,2025-10-20
8016,56,5,4.0,4,2025-10-20
8017,56,1,12.11,2,2025-10-21
8018,56,2,46.36,0,2025-10-21
8019,56,3,2.0,7,2025-10-21
8020,56,4,1.91,10,2025-10-21
8021,56,5,2.0,7,2025-10-21
8022,56,1,11.21,2,2025-10-22
8023,56,2,93.32,0,2025-10-22
8024,56,3,4.0,4,2025-10-22
8025,56,4,1.47,12,2025-10-22
8026,56,5,4.0,4,2025-10-22
8027,56,1,3.56,1,2025-10-23
8028,56,2,157.24,0,2025-10-23
8029,56,3,7.0,2,2025-10-23
8030,56,4,1.61,11,2025-10-23
8031,56,5,2.0,7,2025-10-23
8032,56,1,11.2,2,2025-10-24
8033,56,2,179.64,0,2025-10-24
8034,56,3,3.0,5,2025-10-24
8035,56,4,0.95,15,2025-10-24
8036,56,5,1.0,10,2025-10-24
8037,56,1,3.92,1,2025-10-25
8038,56,2,71.37,0,2025-10-25
8039,56,3,3.0,5,2025-10-25
8040,56,4,0.31,23,2025-10-25
8041,56,5,2.0,7,2025-10-25
8042,56,1,18.32,4,2025-10-26
8043,56,2,95.47,0,2025-10-26
8044,56,4,1.33,13,2025-10-26
8045,56,1,7.97,2,2025-10-27
8046,56,2,179.28,0,2025-10-27
8047,56,3,4.0,4,2025-10-27
8048,56,4,0.77,17,2025-10-27
8049,56,1,17.26,3,2025-10-28
8050,56,2,167.69,0,2025-10-28
8051,56,3,9.0,2,2025-10-28
8052,56,4,1.37,13,2025-10-28
8053,56,5,3.0,5,2025-10-28
8054,56,1,12.95,3,2025-10-29
8055,56,2,102.75,0,2025-10-29
8056,56,3,1.0,10,2025-10-29
8057,56,4,0.36,22,2025-10-29
8058,56,1,14.11,3,2025-10-30
8059,56,2,40.07,0,2025-10-30
8060,56,3,2.0,7,2025-10-30
8061,56,4,0.44,21,2025-10-30
8062,56,1,1.25,0,2025-10-31
8063,56,2,26.57,0,2025-10-31
8064,56,3,8.0,2,2025-10-31
8065,56,4,0.77,17,2025-10-31
8066,56,5,1.0,10,2025-10-31
8067,56,1,6.65,1,2025-11-01
8068,56,2,124.24,0,2025-11-01
8069,56,3,5.0,3,2025-11-01
8070,56,4,1.83,11,2025-11-01
8071,56,5,1.0,10,2025-11-01
8072,56,1,18.89,4,2025-11-02
8073,56,2,97.78,0,2025-11-02
8074,56,3,10.0,2,2025-11-02
8075,56,4,0.99,15,2025-11-02
8076,56,5,5.0,3,2025-11-02
8077,56,1,16.5,3,2025-11-03
8078,56,2,95.26,0,2025-11-03
8079,56,3,4.0,4,2025-11-03
8080,56,4,0.44,21,2025-11-03
8081,56,5,3.0,5,2025-11-03
8082,56,1,13.77,3,2025-11-04
8083,56,2,79.57,0,2025-11-04
8084,56,3,10.0,2,2025-11-04
8085,56,4,1.57,12,2025-11-04
8086,56,1,2.35,0,2025-11-05
8087,56,2,89.26,0,2025-11-05
8088,56,3,1.0,10,2025-11-05
8089,56,4,1.26,13,2025-11-05
8090,56,5,3.0,5,2025-11-05
8091,56,1,3.65,1,2025-11-06
8092,56,2,24.69,0,2025-11-06
8093,56,3,5.0,3,2025-11-06
8094,56,4,1.3,13,2025-11-06
8095,57,1,4.35,1,2025-10-08
8096,57,2,73.67,0,2025-10-08
8097,57,3,1.0,10,2025-10-08
8098,57,4,1.79,11,2025-10-08
8099,57,5,1.0,10,2025-10-08
8100,57,1,18.85,4,2025-10-09
8101,57,2,156.98,0,2025-10-09
8102,57,3,2.0,7,2025-10-09
8103,57,4,0.83,16,2025-10-09
8104,57,5,3.0,5,2025-10-09
8105,57,1,2.81,1,2025-10-10
8106,57,2,63.64,0,2025-10-10
